Name,Year,Species,Animals Seen,Groups Seen,Transect Length,Animals per 100km,Sequence,,,,,,,,,,,
Bwabwata,2010,Bushpig,,,1727,,1,,,,,,,,,,,
Bwabwata,2011,Bushpig,,,1679,,1,,,,,,,,,,,
Bwabwata,2012,Bushpig,13,5,1758,0.7,1,,,,,,,,,,,
Bwabwata,2013,Bushpig,2,1,1746,0.1,1,,,,,,,,,,,
Bwabwata,2014,Bushpig,3,3,1772,0.2,1,,,,,,,,,,,
Bwabwata,2015,Bushpig,7,2,1785,0.4,1,,,,,,,,,,,
Bwabwata,2016,Bushpig,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Bushpig,,,1793,,1,,,,,,,,,,,
Bwabwata,2019,Bushpig,8,2,1732,0.5,1,,,,,,,,,,,
Bwabwata,2020,Bushpig,,,1714,,1,,,,,,,,,,,
Bwabwata,2021,Bushpig,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Bushpig,,,1716,,1,,,,,,,,,,,
Bwabwata,2023,Bushpig,2,1,1885,0.1,1,,,,,,,,,,,
Bwabwata,2007,Caracal,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Caracal,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Caracal,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Caracal,1,1,1727,0.1,1,,,,,,,,,,,
Bwabwata,2011,Caracal,,,1679,,1,,,,,,,,,,,
Bwabwata,2012,Caracal,,,1758,,1,,,,,,,,,,,
Bwabwata,2013,Caracal,,,1746,,1,,,,,,,,,,,
Bwabwata,2014,Caracal,,,1772,,1,,,,,,,,,,,
Bwabwata,2015,Caracal,,,1785,,1,,,,,,,,,,,
Bwabwata,2016,Caracal,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Caracal,,,1793,,1,,,,,,,,,,,
Bwabwata,2019,Caracal,,,1732,,1,,,,,,,,,,,
Bwabwata,2020,Caracal,,,1714,,1,,,,,,,,,,,
Bwabwata,2021,Caracal,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Caracal,,,1716,,1,,,,,,,,,,,
Bwabwata,2023,Caracal,,,1885,,1,,,,,,,,,,,
Bwabwata,2007,Cheetah,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Cheetah,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Cheetah,1,1,1664,0.1,1,,,,,,,,,,,
Bwabwata,2010,Cheetah,6,3,1727,0.3,1,,,,,,,,,,,
Bwabwata,2011,Cheetah,,,1679,,1,,,,,,,,,,,
Bwabwata,2012,Cheetah,,,1758,,1,,,,,,,,,,,
Bwabwata,2013,Cheetah,,,1746,,1,,,,,,,,,,,
Bwabwata,2014,Cheetah,,,1772,,1,,,,,,,,,,,
Bwabwata,2015,Cheetah,,,1785,,1,,,,,,,,,,,
Bwabwata,2016,Cheetah,8,1,1744,0.5,1,,,,,,,,,,,
Bwabwata,2017,Cheetah,3,1,1793,0.2,1,,,,,,,,,,,
Bwabwata,2019,Cheetah,,,1732,,1,,,,,,,,,,,
Bwabwata,2020,Cheetah,,,1714,,1,,,,,,,,,,,
Bwabwata,2021,Cheetah,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Cheetah,,,1716,,1,,,,,,,,,,,
Bwabwata,2023,Cheetah,1,1,1885,0.1,1,,,,,,,,,,,
Bwabwata,2007,Crocodile,2,2,1008,0.2,1,,,,,,,,,,,
Bwabwata,2008,Crocodile,7,5,1497,0.5,1,,,,,,,,,,,
Bwabwata,2009,Crocodile,19,11,1664,1.1,1,,,,,,,,,,,
Bwabwata,2010,Crocodile,3,3,1727,0.2,1,,,,,,,,,,,
Bwabwata,2011,Crocodile,2,2,1679,0.1,1,,,,,,,,,,,
Bwabwata,2012,Crocodile,3,3,1758,0.2,1,,,,,,,,,,,
Bwabwata,2013,Crocodile,11,8,1746,0.6,1,,,,,,,,,,,
Bwabwata,2014,Crocodile,8,7,1772,0.5,1,,,,,,,,,,,
Bwabwata,2015,Crocodile,38,21,1785,2.1,1,,,,,,,,,,,
Bwabwata,2016,Crocodile,14,10,1744,0.8,1,,,,,,,,,,,
Bwabwata,2017,Crocodile,13,9,1793,0.7,1,,,,,,,,,,,
Bwabwata,2019,Crocodile,28,19,1732,1.6,1,,,,,,,,,,,
Bwabwata,2020,Crocodile,27,15,1714,1.6,1,,,,,,,,,,,
Bwabwata,2021,Crocodile,8,5,1702,0.5,1,,,,,,,,,,,
Bwabwata,2022,Crocodile,33,20,1716,1.9,1,,,,,,,,,,,
Bwabwata,2023,Crocodile,4,4,1885,0.2,1,,,,,,,,,,,
Bwabwata,2007,Duiker,140,114,1008,13.9,1,,,,,,,,,,,
Bwabwata,2008,Duiker,136,126,1497,9.1,1,,,,,,,,,,,
Bwabwata,2009,Duiker,192,171,1664,11.5,1,,,,,,,,,,,
Bwabwata,2010,Duiker,178,166,1727,10.3,1,,,,,,,,,,,
Bwabwata,2011,Duiker,218,197,1679,13,1,,,,,,,,,,,
Bwabwata,2012,Duiker,205,182,1758,11.7,1,,,,,,,,,,,
Bwabwata,2013,Duiker,236,223,1746,13.5,1,,,,,,,,,,,
Bwabwata,2014,Duiker,137,128,1772,7.7,1,,,,,,,,,,,
Bwabwata,2015,Duiker,207,191,1785,11.6,1,,,,,,,,,,,
Bwabwata,2016,Duiker,199,177,1744,11.4,1,,,,,,,,,,,
Bwabwata,2017,Duiker,118,108,1793,6.6,1,,,,,,,,,,,
Bwabwata,2019,Duiker,210,191,1732,12.1,1,,,,,,,,,,,
Bwabwata,2020,Duiker,177,163,1714,10.3,1,,,,,,,,,,,
Bwabwata,2021,Duiker,163,150,1702,9.6,1,,,,,,,,,,,
Bwabwata,2022,Duiker,143,131,1716,8.3,1,,,,,,,,,,,
Bwabwata,2023,Duiker,229,206,1885,12.2,1,,,,,,,,,,,
Bwabwata,2007,Eland,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Eland,3,2,1497,0.2,1,,,,,,,,,,,
Bwabwata,2009,Eland,5,2,1664,0.3,1,,,,,,,,,,,
Bwabwata,2010,Eland,3,1,1727,0.2,1,,,,,,,,,,,
Bwabwata,2011,Eland,31,3,1679,1.8,1,,,,,,,,,,,
Bwabwata,2012,Eland,9,5,1758,0.5,1,,,,,,,,,,,
Bwabwata,2013,Eland,7,1,1746,0.4,1,,,,,,,,,,,
Bwabwata,2014,Eland,44,10,1772,2.5,1,,,,,,,,,,,
Bwabwata,2015,Eland,7,3,1785,0.4,1,,,,,,,,,,,
Bwabwata,2016,Eland,57,16,1744,3.3,1,,,,,,,,,,,
Bwabwata,2017,Eland,153,13,1793,8.5,1,,,,,,,,,,,
Bwabwata,2019,Eland,183,27,1732,10.6,1,,,,,,,,,,,
Bwabwata,2020,Eland,363,23,1714,21.2,1,,,,,,,,,,,
Bwabwata,2021,Eland,96,15,1702,5.6,1,,,,,,,,,,,
Bwabwata,2022,Eland,46,12,1716,2.7,1,,,,,,,,,,,
Bwabwata,2023,Eland,210,32,1885,11.1,1,,,,,,,,,,,
Bwabwata,2007,Elephant,240,42,1008,23.8,1,,,,,,,,,,,
Bwabwata,2008,Elephant,1261,108,1497,84.3,1,,,,,,,,,,,
Bwabwata,2009,Elephant,1873,145,1664,112.6,1,,,,,,,,,,,
Bwabwata,2010,Elephant,1968,162,1727,114,1,,,,,,,,,,,
Bwabwata,2011,Elephant,2104,179,1679,125.3,1,,,,,,,,,,,
Bwabwata,2012,Elephant,3465,220,1758,197.2,1,,,,,,,,,,,
Bwabwata,2013,Elephant,3483,222,1746,199.5,1,,,,,,,,,,,
Bwabwata,2014,Elephant,4031,215,1772,227.5,1,,,,,,,,,,,
Bwabwata,2015,Elephant,2663,172,1785,149.2,1,,,,,,,,,,,
Bwabwata,2016,Elephant,2391,154,1744,137.1,1,,,,,,,,,,,
Bwabwata,2017,Elephant,1884,111,1793,105.1,1,,,,,,,,,,,
Bwabwata,2019,Elephant,3243,157,1732,187.2,1,,,,,,,,,,,
Bwabwata,2020,Elephant,1822,136,1714,106.3,1,,,,,,,,,,,
Bwabwata,2021,Elephant,2580,129,1702,151.6,1,,,,,,,,,,,
Bwabwata,2022,Elephant,1653,123,1716,96.3,1,,,,,,,,,,,
Bwabwata,2023,Elephant,2323,184,1885,123.3,1,,,,,,,,,,,
Bwabwata,2007,Gemsbok,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Gemsbok,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Gemsbok,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Gemsbok,,,1727,,1,,,,,,,,,,,
Bwabwata,2011,Gemsbok,,,1679,,1,,,,,,,,,,,
Bwabwata,2012,Gemsbok,,,1758,,1,,,,,,,,,,,
Bwabwata,2013,Gemsbok,1,1,1746,0.1,1,,,,,,,,,,,
Bwabwata,2014,Gemsbok,,,1772,,1,,,,,,,,,,,
Bwabwata,2015,Gemsbok,,,1785,,1,,,,,,,,,,,
Bwabwata,2016,Gemsbok,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Gemsbok,,,1793,,1,,,,,,,,,,,
Bwabwata,2019,Gemsbok,,,1732,,1,,,,,,,,,,,
Bwabwata,2020,Gemsbok,,,1714,,1,,,,,,,,,,,
Bwabwata,2021,Gemsbok,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Gemsbok,,,1716,,1,,,,,,,,,,,
Bwabwata,2023,Gemsbok,,,1885,,1,,,,,,,,,,,
Bwabwata,2007,Giraffe,22,9,1008,2.2,1,,,,,,,,,,,
Bwabwata,2008,Giraffe,46,13,1497,3.1,1,,,,,,,,,,,
Bwabwata,2009,Giraffe,34,15,1664,2,1,,,,,,,,,,,
Bwabwata,2010,Giraffe,37,18,1727,2.1,1,,,,,,,,,,,
Bwabwata,2011,Giraffe,112,28,1679,6.7,1,,,,,,,,,,,
Bwabwata,2012,Giraffe,60,24,1758,3.4,1,,,,,,,,,,,
Bwabwata,2013,Giraffe,58,22,1746,3.3,1,,,,,,,,,,,
Bwabwata,2014,Giraffe,59,17,1772,3.3,1,,,,,,,,,,,
Bwabwata,2015,Giraffe,57,15,1785,3.2,1,,,,,,,,,,,
Bwabwata,2016,Giraffe,79,27,1744,4.5,1,,,,,,,,,,,
Bwabwata,2017,Giraffe,94,27,1793,5.2,1,,,,,,,,,,,
Bwabwata,2019,Giraffe,119,36,1732,6.9,1,,,,,,,,,,,
Bwabwata,2020,Giraffe,166,43,1714,9.7,1,,,,,,,,,,,
Bwabwata,2021,Giraffe,133,41,1702,7.8,1,,,,,,,,,,,
Bwabwata,2022,Giraffe,127,37,1716,7.4,1,,,,,,,,,,,
Bwabwata,2023,Giraffe,98,35,1885,5.2,1,,,,,,,,,,,
Bwabwata,2007,Hartebeest,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Hartebeest,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Hartebeest,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Hartebeest,,,1727,,1,,,,,,,,,,,
Bwabwata,2011,Hartebeest,,,1679,,1,,,,,,,,,,,
Bwabwata,2012,Hartebeest,,,1758,,1,,,,,,,,,,,
Bwabwata,2013,Hartebeest,,,1746,,1,,,,,,,,,,,
Bwabwata,2014,Hartebeest,,,1772,,1,,,,,,,,,,,
Bwabwata,2015,Hartebeest,,,1785,,1,,,,,,,,,,,
Bwabwata,2016,Hartebeest,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Hartebeest,,,1793,,1,,,,,,,,,,,
Bwabwata,2019,Hartebeest,,,1732,,1,,,,,,,,,,,
Bwabwata,2020,Hartebeest,,,1714,,1,,,,,,,,,,,
Bwabwata,2021,Hartebeest,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Hartebeest,,,1716,,1,,,,,,,,,,,
Bwabwata,2023,Hartebeest,10,4,1885,0.5,1,,,,,,,,,,,
Bwabwata,2007,Hippo,19,5,1008,1.9,1,,,,,,,,,,,
Bwabwata,2008,Hippo,44,12,1497,2.9,1,,,,,,,,,,,
Bwabwata,2009,Hippo,33,10,1664,2,1,,,,,,,,,,,
Bwabwata,2010,Hippo,61,9,1727,3.5,1,,,,,,,,,,,
Bwabwata,2011,Hippo,22,5,1679,1.3,1,,,,,,,,,,,
Bwabwata,2012,Hippo,12,7,1758,0.7,1,,,,,,,,,,,
Bwabwata,2013,Hippo,37,10,1746,2.1,1,,,,,,,,,,,
Bwabwata,2014,Hippo,36,9,1772,2,1,,,,,,,,,,,
Bwabwata,2015,Hippo,85,24,1785,4.8,1,,,,,,,,,,,
Bwabwata,2016,Hippo,89,16,1744,5.1,1,,,,,,,,,,,
Bwabwata,2017,Hippo,115,19,1793,6.4,1,,,,,,,,,,,
Bwabwata,2019,Hippo,58,15,1732,3.3,1,,,,,,,,,,,
Bwabwata,2020,Hippo,92,10,1714,5.4,1,,,,,,,,,,,
Bwabwata,2021,Hippo,21,4,1702,1.2,1,,,,,,,,,,,
Bwabwata,2022,Hippo,39,7,1716,2.3,1,,,,,,,,,,,
Bwabwata,2023,Hippo,59,8,1885,3.1,1,,,,,,,,,,,
Bwabwata,2007,Honey Badger,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Honey Badger,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Honey Badger,2,2,1664,0.1,1,,,,,,,,,,,
Bwabwata,2010,Honey Badger,1,1,1727,0.1,1,,,,,,,,,,,
Bwabwata,2011,Honey Badger,,,1679,,1,,,,,,,,,,,
Bwabwata,2012,Honey Badger,3,3,1758,0.2,1,,,,,,,,,,,
Bwabwata,2013,Honey Badger,1,1,1746,0.1,1,,,,,,,,,,,
Bwabwata,2014,Honey Badger,1,1,1772,0.1,1,,,,,,,,,,,
Bwabwata,2015,Honey Badger,1,1,1785,0.1,1,,,,,,,,,,,
Bwabwata,2016,Honey Badger,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Honey Badger,,,1793,,1,,,,,,,,,,,
Bwabwata,2019,Honey Badger,2,1,1732,0.1,1,,,,,,,,,,,
Bwabwata,2020,Honey Badger,,,1714,,1,,,,,,,,,,,
Bwabwata,2021,Honey Badger,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Honey Badger,2,1,1716,0.1,1,,,,,,,,,,,
Bwabwata,2023,Honey Badger,2,2,1885,0.1,1,,,,,,,,,,,
Bwabwata,2007,Impala,249,33,1008,24.7,1,,,,,,,,,,,
Bwabwata,2008,Impala,556,62,1497,37.2,1,,,,,,,,,,,
Bwabwata,2009,Impala,967,92,1664,58.1,1,,,,,,,,,,,
Bwabwata,2010,Impala,955,100,1727,55.3,1,,,,,,,,,,,
Bwabwata,2011,Impala,992,95,1679,59.1,1,,,,,,,,,,,
Bwabwata,2012,Impala,948,91,1758,53.9,1,,,,,,,,,,,
Bwabwata,2013,Impala,1021,115,1746,58.5,1,,,,,,,,,,,
Bwabwata,2014,Impala,1167,118,1772,65.9,1,,,,,,,,,,,
Bwabwata,2015,Impala,1325,111,1785,74.2,1,,,,,,,,,,,
Bwabwata,2016,Impala,881,96,1744,50.5,1,,,,,,,,,,,
Bwabwata,2017,Impala,1466,157,1793,81.8,1,,,,,,,,,,,
Bwabwata,2019,Impala,1686,199,1732,97.3,1,,,,,,,,,,,
Bwabwata,2020,Impala,1634,139,1714,95.3,1,,,,,,,,,,,
Bwabwata,2021,Impala,1877,177,1702,110.3,1,,,,,,,,,,,
Bwabwata,2022,Impala,1218,136,1716,71,1,,,,,,,,,,,
Bwabwata,2023,Impala,1529,180,1885,81.1,1,,,,,,,,,,,
Bwabwata,2007,"Impala, Black-faced",,,1008,,1,,,,,,,,,,,
Bwabwata,2008,"Impala, Black-faced",,,1497,,1,,,,,,,,,,,
Bwabwata,2009,"Impala, Black-faced",,,1664,,1,,,,,,,,,,,
Bwabwata,2010,"Impala, Black-faced",,,1727,,1,,,,,,,,,,,
Bwabwata,2011,"Impala, Black-faced",,,1679,,1,,,,,,,,,,,
Bwabwata,2012,"Impala, Black-faced",,,1758,,1,,,,,,,,,,,
Bwabwata,2013,"Impala, Black-faced",,,1746,,1,,,,,,,,,,,
Bwabwata,2014,"Impala, Black-faced",,,1772,,1,,,,,,,,,,,
Bwabwata,2015,"Impala, Black-faced",,,1785,,1,,,,,,,,,,,
Bwabwata,2016,"Impala, Black-faced",,,1744,,1,,,,,,,,,,,
Bwabwata,2017,"Impala, Black-faced",,,1793,,1,,,,,,,,,,,
Bwabwata,2019,"Impala, Black-faced",,,1732,,1,,,,,,,,,,,
Bwabwata,2020,"Impala, Black-faced",,,1714,,1,,,,,,,,,,,
Bwabwata,2021,"Impala, Black-faced",,,1702,,1,,,,,,,,,,,
Bwabwata,2022,"Impala, Black-faced",,,1716,,1,,,,,,,,,,,
Bwabwata,2023,"Impala, Black-faced",,,1885,,1,,,,,,,,,,,
Bwabwata,2007,"Jackal, Black-backed",3,1,1008,0.3,1,,,,,,,,,,,
Bwabwata,2008,"Jackal, Black-backed",,,1497,,1,,,,,,,,,,,
Bwabwata,2009,"Jackal, Black-backed",,,1664,,1,,,,,,,,,,,
Bwabwata,2010,"Jackal, Black-backed",3,1,1727,0.2,1,,,,,,,,,,,
Bwabwata,2011,"Jackal, Black-backed",,,1679,,1,,,,,,,,,,,
Bwabwata,2012,"Jackal, Black-backed",,,1758,,1,,,,,,,,,,,
Bwabwata,2013,"Jackal, Black-backed",,,1746,,1,,,,,,,,,,,
Bwabwata,2014,"Jackal, Black-backed",,,1772,,1,,,,,,,,,,,
Bwabwata,2015,"Jackal, Black-backed",1,1,1785,0.1,1,,,,,,,,,,,
Bwabwata,2016,"Jackal, Black-backed",2,1,1744,0.1,1,,,,,,,,,,,
Bwabwata,2017,"Jackal, Black-backed",,,1793,,1,,,,,,,,,,,
Bwabwata,2019,"Jackal, Black-backed",2,1,1732,0.1,1,,,,,,,,,,,
Bwabwata,2020,"Jackal, Black-backed",2,1,1714,0.1,1,,,,,,,,,,,
Bwabwata,2021,"Jackal, Black-backed",,,1702,,1,,,,,,,,,,,
Bwabwata,2022,"Jackal, Black-backed",,,1716,,1,,,,,,,,,,,
Bwabwata,2023,"Jackal, Black-backed",,,1885,,1,,,,,,,,,,,
Bwabwata,2007,"Jackal, Side-striped",,,1008,,1,,,,,,,,,,,
Bwabwata,2008,"Jackal, Side-striped",,,1497,,1,,,,,,,,,,,
Bwabwata,2009,"Jackal, Side-striped",,,1664,,1,,,,,,,,,,,
Bwabwata,2010,"Jackal, Side-striped",,,1727,,1,,,,,,,,,,,
Bwabwata,2011,"Jackal, Side-striped",,,1679,,1,,,,,,,,,,,
Bwabwata,2012,"Jackal, Side-striped",,,1758,,1,,,,,,,,,,,
Bwabwata,2013,"Jackal, Side-striped",,,1746,,1,,,,,,,,,,,
Bwabwata,2014,"Jackal, Side-striped",,,1772,,1,,,,,,,,,,,
Bwabwata,2015,"Jackal, Side-striped",,,1785,,1,,,,,,,,,,,
Bwabwata,2016,"Jackal, Side-striped",,,1744,,1,,,,,,,,,,,
Bwabwata,2017,"Jackal, Side-striped",,,1793,,1,,,,,,,,,,,
Bwabwata,2019,"Jackal, Side-striped",,,1732,,1,,,,,,,,,,,
Bwabwata,2020,"Jackal, Side-striped",,,1714,,1,,,,,,,,,,,
Bwabwata,2021,"Jackal, Side-striped",3,1,1702,0.2,1,,,,,,,,,,,
Bwabwata,2022,"Jackal, Side-striped",,,1716,,1,,,,,,,,,,,
Bwabwata,2023,"Jackal, Side-striped",,,1885,,1,,,,,,,,,,,
Bwabwata,2007,Kudu,366,77,1008,36.3,1,,,,,,,,,,,
Bwabwata,2008,Kudu,534,120,1497,35.7,1,,,,,,,,,,,
Bwabwata,2009,Kudu,617,142,1664,37.1,1,,,,,,,,,,,
Bwabwata,2010,Kudu,742,153,1727,43,1,,,,,,,,,,,
