ID_Location,Name,Species,Year,Animals Sighted,Groups Sighted,Transect Length (km),Num per 100km,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Baboon,2023,23,1,477,4.8,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Baboon,2024,69,3,477,14.5,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2001,,,450,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2002,,,501,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2003,,,490,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2004,,,514,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2005,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2006,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2007,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2008,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2009,,,491,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2010,,,494,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2011,,,482,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2012,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2013,,,449,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2014,,,301,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2015,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2016,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2017,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2018,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2019,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2020,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2021,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2022,,,507,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2023,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Banded Mongoose,2024,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2001,,,450,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2002,4,1,501,0.8,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2003,,,490,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2004,,,514,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2005,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2006,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2007,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2008,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2009,,,491,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2010,,,494,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2011,,,482,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2012,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2013,,,449,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2014,,,301,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2015,1,1,465,0.2,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2016,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2017,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2018,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2019,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2020,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2021,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2022,,,507,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2023,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Bat-eared Fox,2024,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2001,,,450,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2002,,,501,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2003,,,490,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2004,,,514,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2005,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2006,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2007,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2008,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2009,,,491,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2010,,,494,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2011,,,482,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2012,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2013,,,449,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2014,,,301,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2015,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2016,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2017,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2018,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2019,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2020,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2021,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2022,,,507,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2023,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Brown Hyaena,2024,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2001,,,450,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2002,,,501,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2003,,,490,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2004,,,514,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2005,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2006,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2007,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2008,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2009,,,491,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2010,,,494,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2011,,,482,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2012,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2013,,,449,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2014,,,301,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2015,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2016,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2017,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2018,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2019,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2020,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2021,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2022,,,507,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2023,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Buffalo,2024,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2001,,,450,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2002,,,501,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2003,,,490,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2004,,,514,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2005,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2006,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2007,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2008,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2009,,,491,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2010,,,494,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2011,,,482,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2012,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2013,,,449,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2014,,,301,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2015,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2016,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2017,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2018,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2019,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2020,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2021,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2022,,,507,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2023,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Burchell's Zebra,2024,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2001,,,450,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2002,,,501,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2003,,,490,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2004,,,514,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2005,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2006,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2007,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2008,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2009,,,491,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2010,,,494,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2011,,,482,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2012,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2013,,,449,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2014,,,301,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2015,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2016,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2017,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2018,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2019,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2020,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2021,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2022,,,507,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2023,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Caracal,2024,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2001,,,450,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2002,,,501,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2003,,,490,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2004,3,1,514,0.6,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2005,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2006,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2007,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2008,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2009,3,1,491,0.6,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2010,,,494,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2011,,,482,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2012,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2013,,,449,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2014,,,301,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2015,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2016,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2017,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2018,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2019,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2020,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2021,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2022,,,507,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2023,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Cheetah,2024,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2001,,,450,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2002,,,501,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2003,,,490,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2004,,,514,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2005,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2006,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2007,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2008,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2009,2,1,491,0.4,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2010,,,494,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2011,,,482,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2012,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2013,,,449,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2014,,,301,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2015,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2016,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2017,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2018,,,465,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2019,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2020,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2021,,,481,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2022,,,507,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2023,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Dik Dik,2024,,,477,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2001,1,1,450,0.2,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2002,,,501,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2003,,,490,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2004,,,514,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2005,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2006,1,1,500,0.2,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2007,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2008,,,497,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2009,,,491,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2010,,,494,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2011,,,482,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2012,,,500,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2013,,,449,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2014,,,301,,,,,,,,,,,,,,,,,,,
3,≠Khoadi-//Hôas,Duiker,2015,,,465,,,,,,,,,,,,,,,,,,,
